Polish name;English name;Latin name;Category;Conservation;Order;Family;Status;Chosen;Top 30;Top 140;Image
płatkonóg szydłodzioby;Red-necked phalarope;Phalaropus lobatus;A;pod ścisłą ochroną;Charadriiformes;Scolopacidae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Phalaropus_lobatus.jpg/150px-Phalaropus_lobatus.jpg
płochacz czarnogardły;Black-throated accentor;Prunella atrogularis;A;;Passeriformes;Prunellidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Black-throated_Accentor_-_Kazakistan_S4E3967_%2817037004490%29-cropped.jpg/150px-Black-throated_Accentor_-_Kazakistan_S4E3967_%2817037004490%29-cropped.jpg
płochacz halny;Alpine accentor;Prunella collaris;A;pod ścisłą ochroną;Passeriformes;Prunellidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Prunella_collaris_Pyrenees.jpg/150px-Prunella_collaris_Pyrenees.jpg
płochacz syberyjski;Siberian accentor;Prunella montanella;A;pod ścisłą ochroną;Passeriformes;Prunellidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Siberian_Accentor_%28Prunella_montanella%29_-_%D0%A1%D0%B8%D0%B1%D0%B8%D1%80%D0%B8%D0%B9%D0%BD_%D1%85%D0%B0%D0%B9%D1%80%D1%83%D1%83%D0%BB%D0%B4%D0%B0%D0%B9_%2816435139700%29.jpg/150px-Siberian_Accentor_%28Prunella_montanella%29_-_%D0%A1%D0%B8%D0%B1%D0%B8%D1%80%D0%B8%D0%B9%D0%BD_%D1%85%D0%B0%D0%B9%D1%80%D1%83%D1%83%D0%BB%D0%B4%D0%B0%D0%B9_%2816435139700%29.jpg
płomykówka;Barn owl;Tyto alba;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Strigiformes;Tytonidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Tyto_alba_close_up.jpg/150px-Tyto_alba_close_up.jpg
podgorzałka;Ferruginous duck;Aythya nyroca;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Anseriformes;Anatidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Aythya_nyroca16.jpg/150px-Aythya_nyroca16.jpg
podróżniczek;Bluethroat;Luscinia svecica;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Luscinia_svecica_volgae.jpg/150px-Luscinia_svecica_volgae.jpg
pokląskwa;Whinchat;Saxicola rubetra;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Saxicola_rubetra_2_tom_%28Marek_Szczepanek%29.jpg/150px-Saxicola_rubetra_2_tom_%28Marek_Szczepanek%29.jpg
pokrzewka aksamitna;Sardinian warbler;Curruca melanocephala;A;pod ścisłą ochroną;Passeriformes;Sylviidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Samtkopf-Grasm%C3%BCcke.jpg/150px-Samtkopf-Grasm%C3%BCcke.jpg
pokrzewka iberyjska;Western subalpine warbler;Curruca iberiae;A;;Passeriformes;Sylviidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Subalpine_Warbler_-_Monfrague_-_Spain_2669_%2819110069408%29.jpg/150px-Subalpine_Warbler_-_Monfrague_-_Spain_2669_%2819110069408%29.jpg
pokrzewka wąsata;Eastern subalpine warbler;Curruca cantillans;A;pod ścisłą ochroną;Passeriformes;Sylviidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Western_Subalpine_Warbler_Sylvia_inornata%2C_Aiguamolls_de_l%27Empord%C3%A0.jpg/150px-Western_Subalpine_Warbler_Sylvia_inornata%2C_Aiguamolls_de_l%27Empord%C3%A0.jpg
pokrzywnica;Dunnock;Prunella modularis;A;pod ścisłą ochroną;Passeriformes;Prunellidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Dunnock.jpg/150px-Dunnock.jpg
pomurnik;Wallcreeper;Tichodroma muraria;A;pod ścisłą ochroną;Passeriformes;Tichodromidae;l;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Tichodroma_muraria_NAUMANN.jpg/150px-Tichodroma_muraria_NAUMANN.jpg
poświerka;Lapland bunting;Calcarius lapponicus;A;pod ścisłą ochroną;Passeriformes;Calcariidae;P;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Laplandbunting67.jpg/150px-Laplandbunting67.jpg
potrzeszcz;Corn bunting;Emberiza calandra;A;pod ścisłą ochroną;Passeriformes;Emberizidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/CornBunting02.jpg/150px-CornBunting02.jpg
potrzos;Reed bunting;Emberiza schoeniclus;A;pod ścisłą ochroną;Passeriformes;Emberizidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Reed_Bunting_male_and_female.jpg/150px-Reed_Bunting_male_and_female.jpg
pójdźka;Little owl;Athene noctua;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Strigiformes;Strigidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Athene_noctua.jpg/150px-Athene_noctua.jpg
przepiórka;Common quail;Coturnix coturnix;A;pod ścisłą ochroną;Galliformes;Phasianidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Coturnix_coturnix_%28Lmbuga%29.jpg/150px-Coturnix_coturnix_%28Lmbuga%29.jpg
puchacz;Eurasian eagle-owl;Bubo bubo;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Strigiformes;Strigidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Bubo_bubo_winter_1.jpg/150px-Bubo_bubo_winter_1.jpg
puchacz śnieżny;Snowy owl;Bubo scandiacus;A;pod ścisłą ochroną;Strigiformes;Strigidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Bubo_scandiacus2.jpg/150px-Bubo_scandiacus2.jpg
pustułeczka;Lesser kestrel;Falco naumanni;A;pod ścisłą ochroną;Falconiformes;Falconidae;(l) Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/09402_Kleine_Torenvalk_Lesser_Kestrel.jpg/150px-09402_Kleine_Torenvalk_Lesser_Kestrel.jpg
pustułka;Eurasian kestrel;Falco tinnunculus;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Falconiformes;Falconidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Common_kestrel_falco_tinnunculus.jpg/150px-Common_kestrel_falco_tinnunculus.jpg
pustynnik;Pallas's sandgrouse;Syrrhaptes paradoxus;A;pod ścisłą ochroną;Pteroclidiformes;Pteroclidae;(l) Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Syrrhaptes_paradoxus.jpg/150px-Syrrhaptes_paradoxus.jpg
puszczyk;Tawny owl;Strix aluco;A;pod ścisłą ochroną;Strigiformes;Strigidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Strix_aluco_3_%28Martin_Mecnarowski%29.jpg/150px-Strix_aluco_3_%28Martin_Mecnarowski%29.jpg
puszczyk mszarny;Great gray owl;Strix nebulosa;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Strigiformes;Strigidae;l Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Strix_nebulosa.jpg/150px-Strix_nebulosa.jpg
puszczyk uralski;Ural owl;Strix uralensis;A;pod ścisłą ochroną;Strigiformes;Strigidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Strix_uralensis.jpg/150px-Strix_uralensis.jpg
raniuszek;Long-tailed tit;Aegithalos caudatus;A;pod ścisłą ochroną;Passeriformes;Aegithalidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Long-tailed_Tit_Aegithalos_caudatus.jpg/150px-Long-tailed_Tit_Aegithalos_caudatus.jpg
raróg;Saker falcon;Falco cherrug;A;pod ścisłą ochroną;Falconiformes;Falconidae;l Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Falco_cherrug_1_%28Bohu%C5%A1_%C4%8C%C3%AD%C4%8Del%29.jpg/150px-Falco_cherrug_1_%28Bohu%C5%A1_%C4%8C%C3%AD%C4%8Del%29.jpg
raróg górski;Lanner Falcon;Falco biarmicus;A;pod ścisłą ochroną;Falconiformes;Falconidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Lanner_Falcon_800.jpg/150px-Lanner_Falcon_800.jpg
remiz;Eurasian penduline-tit;Remiz pendulinus;A;pod ścisłą ochroną;Passeriformes;Remizidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Remiz_pendulinus_1_%28Martin_Mecnarowski%29.jpg/150px-Remiz_pendulinus_1_%28Martin_Mecnarowski%29.jpg
rokitniczka;Sedge warbler;Acrocephalus schoenobaenus;A;pod ścisłą ochroną;Passeriformes;Acrocephalidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Acrocephalus_schoenobaenus_1_%28Marek_Szczepanek%29-2.jpg/150px-Acrocephalus_schoenobaenus_1_%28Marek_Szczepanek%29-2.jpg
rożeniec;Northern pintail;Anas acuta;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Anseriformes;Anatidae;l P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Northern_Pintail.jpg/150px-Northern_Pintail.jpg
rudzik;European robin;Erithacus rubecula;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Erithacus-rubecula-melophilus_Dublin-Ireland.jpg/150px-Erithacus-rubecula-melophilus_Dublin-Ireland.jpg
rybaczek srokaty;Pied kingfisher;Ceryle rudis;B;pod ścisłą ochroną;Coraciiformes;Alcedinidae;(z);0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Ceryle_rudis_%28male%29.jpg/150px-Ceryle_rudis_%28male%29.jpg
rybitwa białoczelna;Little tern;Sternula albifrons;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Laridae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Koajisashi_05a2432s.jpg/150px-Koajisashi_05a2432s.jpg
rybitwa białoskrzydła;White-winged tern;Chlidonias leucopterus;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Laridae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/ChlidoniasLeucopterus.jpg/150px-ChlidoniasLeucopterus.jpg
rybitwa białowąsa;Whiskered tern;Chlidonias hybrida;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Laridae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Chlidonias_hybrida_3_%28Marek_Szczepanek%29.jpg/150px-Chlidonias_hybrida_3_%28Marek_Szczepanek%29.jpg
rybitwa czarna;Black tern;Chlidonias niger;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Laridae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Chlidonias_niger.jpg/150px-Chlidonias_niger.jpg
rybitwa czubata;Sandwich tern;Thalasseus sandvicensis;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Laridae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/2021-07-10_Thalasseus_sandvicensis%2C_St_Marys_Island%2C_Northumberland_06.jpg/150px-2021-07-10_Thalasseus_sandvicensis%2C_St_Marys_Island%2C_Northumberland_06.jpg
rybitwa krótkodzioba;Gull-billed tern;Gelochelidon nilotica;A;pod ścisłą ochroną;Charadriiformes;Laridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Gelochelidon_nilotica_1.jpg/150px-Gelochelidon_nilotica_1.jpg
rybitwa popielata;Arctic tern;Sterna paradisaea;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Laridae;(l) P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Sterna_paradisaea-Norderoog.jpg/150px-Sterna_paradisaea-Norderoog.jpg
rybitwa różowa;Roseate tern;Sterna dougallii;A;pod ścisłą ochroną;Charadriiformes;Laridae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/2021-07-10_Sterna_dougallii%2C_St_Marys_Island%2C_Northumberland_22.jpg/150px-2021-07-10_Sterna_dougallii%2C_St_Marys_Island%2C_Northumberland_22.jpg
rybitwa rzeczna;Common tern;Sterna hirundo;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Laridae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Sterna_hirundo_-_Common_Tern.jpg/150px-Sterna_hirundo_-_Common_Tern.jpg
rybitwa wielkodzioba;Caspian tern;Hydroprogne caspia;A;pod ścisłą ochroną;Charadriiformes;Laridae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Sterna-caspia-010.jpg/150px-Sterna-caspia-010.jpg
rybołów;Osprey;Pandion haliaetus;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Accipitriformes;Pandionidae;l P;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Osprey_mg_9605.jpg/150px-Osprey_mg_9605.jpg
rycyk;Black-tailed godwit;Limosa limosa;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Scolopacidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Limosa_limosa_%28Uitkerke%29.jpg/150px-Limosa_limosa_%28Uitkerke%29.jpg
rzepołuch;Twite;Linaria flavirostris;A;pod ścisłą ochroną;Passeriformes;Fringillidae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Carduelis_flavirostris.jpg/150px-Carduelis_flavirostris.jpg
samotnik;Green sandpiper;Tringa ochropus;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Scolopacidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Tringa_ochropus_1_%28Marek_Szczepanek%29.jpg/150px-Tringa_ochropus_1_%28Marek_Szczepanek%29.jpg
sęp kasztanowaty;Cinereous vulture;Aegypius monachus;A;pod ścisłą ochroną;Accipitriformes;Accipitridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Cinereous.vulture1.jpg/150px-Cinereous.vulture1.jpg
sęp płowy;Eurasian griffon;Gyps fulvus;A;pod ścisłą ochroną;Accipitriformes;Accipitridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Gyps-fulvus.jpg/150px-Gyps-fulvus.jpg
sierpówka;Eurasian collared-dove;Streptopelia decaocto;A;pod ścisłą ochroną;Columbiformes;Columbidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Collared.dove.jpg/150px-Collared.dove.jpg
sieweczka długonoga;Caspian plover;Charadrius asiaticus;A;pod ścisłą ochroną;Charadriiformes;Charadriidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Caspian_Plover_%28Charadrius_asiaticus%29_%288079444645%29.jpg/150px-Caspian_Plover_%28Charadrius_asiaticus%29_%288079444645%29.jpg
sieweczka mongolska;Lesser sand-plover;Charadrius mongolus;A;pod ścisłą ochroną;Charadriiformes;Charadriidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Mongolian_Plover_%28Charadrius_mongolus%29_3.jpg/150px-Mongolian_Plover_%28Charadrius_mongolus%29_3.jpg
sieweczka morska;Kentish plover;Charadrius alexandrinus;A;pod ścisłą ochroną;Charadriiformes;Charadriidae;l Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Charadrius_alexandrinus_%28Kentish_Plover%29%2C_Port_d%27Alc%C3%BAdia%2C_Mallorca.jpg/150px-Charadrius_alexandrinus_%28Kentish_Plover%29%2C_Port_d%27Alc%C3%BAdia%2C_Mallorca.jpg
sieweczka obrożna;Common ringed plover;Charadrius hiaticula;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Charadriidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Sieweczka.jpg/150px-Sieweczka.jpg
sieweczka pustynna;Greater sand-plover;Charadrius leschenaultii;A;pod ścisłą ochroną;Charadriiformes;Charadriidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Greater_Sand_Plover.jpg/150px-Greater_Sand_Plover.jpg
sieweczka rzeczna;Little ringed plover;Charadrius dubius;A;pod ścisłą ochroną;Charadriiformes;Charadriidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Charadrius_dubius_4_%28Marek_Szczepanek%29.jpg/150px-Charadrius_dubius_4_%28Marek_Szczepanek%29.jpg
siewka szara;American golden-plover;Pluvialis dominica;A;pod ścisłą ochroną;Charadriiformes;Charadriidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Pluvialis_dominica1.jpg/150px-Pluvialis_dominica1.jpg
siewka złota;European golden-plover;Pluvialis apricaria;A;pod ścisłą ochroną;Charadriiformes;Charadriidae;(l) P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Goldregenpfeifer.jpg/150px-Goldregenpfeifer.jpg
siewka złotawa;Pacific golden-plover;Pluvialis fulva;A;pod ścisłą ochroną;Charadriiformes;Charadriidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Pluvialis_fulvaUSFWS003413A.jpg/150px-Pluvialis_fulvaUSFWS003413A.jpg
siewnica;Black-bellied plover;Pluvialis squatarola;A;pod ścisłą ochroną;Charadriiformes;Charadriidae;P;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Pluvialis_squatarola_%28summer_plumage%29.jpg/150px-Pluvialis_squatarola_%28summer_plumage%29.jpg
sikora lazurowa;Azure Tit;Cyanistes cyanus;A;pod ścisłą ochroną;Passeriformes;Paridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Azure_Tit_-_Parus_cyanus.jpg/150px-Azure_Tit_-_Parus_cyanus.jpg
sikora uboga;Marsh Tit;Poecile palustris;A;pod ścisłą ochroną;Passeriformes;Paridae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Sumpfmeise1.jpg/150px-Sumpfmeise1.jpg
siniak;Stock dove;Columba oenas;A;pod ścisłą ochroną;Columbiformes;Columbidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/ColumbaOenas.jpg/150px-ColumbaOenas.jpg
siwerniak;Water pipit;Anthus spinoletta;A;pod ścisłą ochroną;Passeriformes;Motacillidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Anthus_spinoletta.jpg/150px-Anthus_spinoletta.jpg
skowronek;Eurasian skylark;Alauda arvensis;A;pod ścisłą ochroną;Passeriformes;Alaudidae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Alauda_arvensis_2.jpg/150px-Alauda_arvensis_2.jpg
skowronek białoskrzydły;White-winged lark;Alauda leucoptera;A;pod ścisłą ochroną;Passeriformes;Alaudidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Melanocorypha_leucoptera2.jpg/150px-Melanocorypha_leucoptera2.jpg
skowrończyk krótkopalcowy;Greater short-toed lark;Calandrella brachydactyla;A;pod ścisłą ochroną;Passeriformes;Alaudidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Alondra.jpg/150px-Alondra.jpg
skowrończyk mały;Mediterranean short-toed lark;Alaudala rufescens;A;;Passeriformes;Alaudidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Terrera_marisme%C3%B1a_%28Calandrella_rufescens%29_%288649673388%29_%282%29_%28cropped%29.jpg/150px-Terrera_marisme%C3%B1a_%28Calandrella_rufescens%29_%288649673388%29_%282%29_%28cropped%29.jpg
słonka;Eurasian woodcock;Scolopax rusticola;A;łowny z okresem ochronnym;Charadriiformes;Scolopacidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Woodcock_earthworm.jpg/150px-Woodcock_earthworm.jpg
słowik rdzawy;Common nightingale;Luscinia megarhynchos;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Luscinia_megarhynchos_Istria_01.jpg/150px-Luscinia_megarhynchos_Istria_01.jpg
słowik syberyjski;Rufous-tailed robin;Larvivora sibilans;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Luscinia_sibilans_-_Khao_Yai.jpg/150px-Luscinia_sibilans_-_Khao_Yai.jpg
słowik szary;Thrush nightingale;Luscinia luscinia;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Thrush_Nightingale_by_Daniel_Bastaja.jpg/150px-Thrush_Nightingale_by_Daniel_Bastaja.jpg
sokół skalny;Eleonora's falcon;Falco eleonorae;A;pod ścisłą ochroną;Falconiformes;Falconidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Falke_san_telmo.jpg/150px-Falke_san_telmo.jpg
sokół wędrowny;Peregrine falcon;Falco peregrinus;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Falconiformes;Falconidae;l P;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Peregrine_Falcon_Kobble_Apr07.JPG/150px-Peregrine_Falcon_Kobble_Apr07.JPG
sosnówka;Coal Tit;Periparus ater;A;pod ścisłą ochroną;Passeriformes;Paridae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Parus_ater01.jpg/150px-Parus_ater01.jpg
sowa jarzębata;Northern hawk owl;Surnia ulula;A;pod ścisłą ochroną;Strigiformes;Strigidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Sperbereule1a.jpg/150px-Sperbereule1a.jpg
sójka;Eurasian jay;Garrulus glandarius;A;pod ścisłą ochroną;Passeriformes;Corvidae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Garrulus_glandarius_1_Luc_Viatour.jpg/150px-Garrulus_glandarius_1_Luc_Viatour.jpg
sójka syberyjska;Siberian jay;Perisoreus infaustus;A;pod ścisłą ochroną;Passeriformes;Corvidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Perisoreus_infaustus2.jpg/150px-Perisoreus_infaustus2.jpg
sóweczka;Eurasian pygmy-owl;Glaucidium passerinum;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Strigiformes;Strigidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Glaucidium_passerinum_20110413.jpg/150px-Glaucidium_passerinum_20110413.jpg
sroka;Eurasian magpie;Pica pica;A;objęty ochroną częściową;Passeriformes;Corvidae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Korean_magpie_in_Daejeon_facing_away.jpg/150px-Korean_magpie_in_Daejeon_facing_away.jpg
srokosz;Great gray shrike;Lanius excubitor;A;pod ścisłą ochroną;Passeriformes;Laniidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Lanius_excubitor_1_%28Marek_Szczepanek%29.jpg/150px-Lanius_excubitor_1_%28Marek_Szczepanek%29.jpg
srokosz północny;Northern shrike;Lanius borealis;A;;Passeriformes;Laniidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Northern_Shrike%2C_Elwha_River_Mouth%2C_Port_Angeles%2C_WA.jpg/150px-Northern_Shrike%2C_Elwha_River_Mouth%2C_Port_Angeles%2C_WA.jpg
sterniczka;White-headed duck;Oxyura leucocephala;A;pod ścisłą ochroną;Anseriformes;Anatidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Wei%C3%9Fkopfruderente_Oxyura_leucocephala_050324_Ausschnitt.jpg/150px-Wei%C3%9Fkopfruderente_Oxyura_leucocephala_050324_Ausschnitt.jpg
strepet;Little bustard;Tetrax tetrax;A;pod ścisłą ochroną;Otidiformes;Otididae;(l) Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Tetrax_male_1.JPG/150px-Tetrax_male_1.JPG
strumieniówka;River warbler;Locustella fluviatilis;A;pod ścisłą ochroną;Passeriformes;Locustellidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Flodsangare.jpg/150px-Flodsangare.jpg
strzyżyk;Eurasian wren;Troglodytes troglodytes;A;pod ścisłą ochroną;Passeriformes;Troglodytidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Zaunkoenig-photo.jpg/150px-Zaunkoenig-photo.jpg
syczek;Eurasian scops-owl;Otus scops;A;pod ścisłą ochroną;Strigiformes;Strigidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Centro_provinciale_%282%29.jpg/150px-Centro_provinciale_%282%29.jpg
szablodziób;Pied avocet;Recurvirostra avosetta;A;pod ścisłą ochroną;Charadriiformes;Recurvirostridae;l P;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Recurvirostra_avosetta_-_Zoo_Frankfurt_4.jpg/150px-Recurvirostra_avosetta_-_Zoo_Frankfurt_4.jpg
szczudłak;Black-winged stilt;Himantopus himantopus;A;pod ścisłą ochroną;Charadriiformes;Recurvirostridae;l P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Black-necked_Stilt.jpg/150px-Black-necked_Stilt.jpg
szczygieł;European goldfinch;Carduelis carduelis;A;pod ścisłą ochroną;Passeriformes;Fringillidae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Carduelis_carduelis_%28Lukasz_Lukasik%29.jpg/150px-Carduelis_carduelis_%28Lukasz_Lukasik%29.jpg
szlachar;Red-breasted merganser;Mergus serrator;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Anseriformes;Anatidae;(l) P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Mergus_serrator_-New_Jersey_-USA_-winter-8.jpg/150px-Mergus_serrator_-New_Jersey_-USA_-winter-8.jpg
szlamiec długodzioby;Long-billed dowitcher;Limnodromus scolopaceus;A;pod ścisłą ochroną;Charadriiformes;Scolopacidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Limnodromus_scolopaceus.jpg/150px-Limnodromus_scolopaceus.jpg
szlamnik;Bar-tailed godwit;Limosa lapponica;A;pod ścisłą ochroną;Charadriiformes;Scolopacidae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Limosa_lapponica1.jpg/150px-Limosa_lapponica1.jpg
